Item Name,Serving Size,Protein (g),Total Fat (g),Carbohydrates (g),Sugar (g),Fiber (g),Sodium (mg),Cholesterol (mg)
LENTILS,35.0 GRM,22.9,1.43,65.7,0.0,20.0,29.0,0.0
LENTILS,32.0 g,25.0,0.0,59.4,0.0,28.1,16.0,0.0
LENTILS,32.0 g,25.0,0.0,59.4,0.0,28.1,16.0,0.0
LENTILS,123.0 g,4.07,0.0,11.4,0.0,4.1,233.0,0.0
LENTILS,35.0 g,25.7,0.0,62.9,2.86,11.4,0.0,0.0
LENTILS,32.0 g,25.0,0.0,59.4,0.0,28.1,16.0,0.0
LENTILS,35.0 g,22.9,1.43,65.7,0.0,20.0,29.0,0.0
LENTILS,50.0 g,26.0,1.0,60.0,2.0,30.0,0.0,0.0
LENTILS,35.0 GRM,25.7,0.0,62.9,2.86,11.4,0.0,0.0
LENTILS,32.0 g,25.0,0.0,59.4,0.0,28.1,16.0,0.0
LENTILS,32.0 g,25.0,0.0,59.4,0.0,28.1,16.0,0.0
LENTILS,122.0 g,4.92,0.0,13.1,0.0,3.3,254.0,0.0
LENTILS,35.0 g,28.6,0.0,57.1,5.71,31.4,0.0,0.0
LENTILS,130.0 g,5.38,0.0,14.6,0.77,2.3,100.0,0.0
LENTILS,35.0 g,22.9,1.43,65.7,0.0,20.0,29.0,0.0
LENTILS,35.0 g,28.6,0.0,57.1,5.71,31.4,0.0,0.0
LENTILS,35.0 g,22.9,1.43,62.9,0.0,31.4,57.0,14.0
LENTILS,35.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LENTILS,130.0 g,6.15,0.77,20.8,0.0,6.2,290.0,0.0
LENTILS,35.0 g,22.9,1.43,65.7,0.0,20.0,29.0,0.0
LENTILS,130.0 g,3.85,0.0,10.8,0.0,1.5,162.0,0.0
LENTILS,35.0 g,25.7,0.0,62.9,2.86,11.4,0.0,0.0
LENTILS,35.0 g,28.6,0.0,57.1,5.71,31.4,0.0,0.0
LENTILS,47.0 g,25.5,0.0,59.6,0.0,27.7,11.0,0.0
LENTILS,50.0 g,26.0,1.0,60.0,2.0,30.0,0.0,0.0
LENTILS,35.0 GRM,22.9,1.43,65.7,0.0,20.0,29.0,0.0
LENTILS,49.0 GRM,22.4,2.04,63.3,0.0,34.7,20.0,0.0
LENTILS,50.0 g,26.0,1.0,60.0,2.0,30.0,0.0,0.0
LENTILS,35.0 GRM,22.9,1.43,65.7,0.0,20.0,29.0,0.0
LENTILS,40.0 g,20.0,0.0,47.5,0.0,22.5,0.0,0.0
CHANA DAL,50.0 g,22.0,6.0,60.0,12.0,18.0,50.0,0.0
CHANA DAL MASALA,5.0 g,40.0,20.0,40.0,0.0,0.0,7820.0,0.0
"BOMBAY KITCHEN, CHANA DAL",28.299999237060547 g,21.2,24.7,49.5,0.0,3.5,802.0,0.0
CHANA DAL SPLIT CHICK PEAS,45.0 g,20.0,6.67,60.0,11.1,17.8,22.0,0.0
"YELLOW SPLIT PEAS, CHANA DAL",50.0 g,22.0,2.0,64.0,2.0,32.0,0.0,0.0
 ORGANIC BENGAL GRAM SPLIT CHANA DAL,100.0 GRM,20.0,0.0,59.0,0.0,8.0,10.0,0.0
ORGANIC CHANA DAL BENGAL GRAM SPLIT,100.0 MG,21.0,6.4,60.5,12.0,17.2,50.0,0.0
"CHANA DAL, FRIED SPLIT CHICKPEA PULSE",35.0 g,20.0,20.0,51.4,0.0,11.4,457.0,0.0
"BOB'S RED MILL, CHANA DAL HERITAGE BEANS",51.0 g,21.6,3.92,60.8,1.96,33.3,0.0,0.0
"CHANA CHICKPEA MASALA, CHANA CHICKPEA",143.0 g,5.59,7.69,18.9,4.2,4.2,399.0,0.0
CHANA MASALA,143.0 g,3.5,1.75,20.3,1.4,2.8,420.0,0.0
CHANA MASALA,350.0 g,3.71,4.57,22.0,3.71,2.3,317.0,3.0
CHANA MASALA,7.0 g,14.3,14.3,42.9,0.0,14.3,12100.0,0.0
CHANA MASALA,283.0 g,4.24,2.83,17.7,4.59,3.5,57.0,0.0
CHANA MASALA,140.0 g,4.29,2.14,12.9,0.0,7.1,293.0,0.0
CHANA MASALA,233.0 g,4.72,3.86,20.2,0.86,7.3,155.0,0.0
KALA CHANA,95.0 g,16.8,4.21,66.3,1.05,34.7,11.0,0.0
KALA CHANA,35.0 g,20.0,5.71,60.0,11.4,17.1,23.0,0.0
"CHANA MASALA GARBANZO BEANS, CHANA MASALA",130.0 GRM,5.38,2.69,17.7,3.08,3.8,269.0,0.0
DAL MAKHANI,150.0 g,4.67,5.33,13.3,0.0,2.0,540.0,7.0
DAL MAKHANI,150.0 g,6.0,6.67,14.0,0.0,0.7,467.0,13.0
DAL TADKA,150.0 GRM,4.67,3.33,12.7,0.0,0.3,400.0,3.0
MASOOR DAL,140.0 g,7.14,0.0,14.3,0.0,4.3,14.0,0.0
MOONG DAL,35.0 g,20.0,20.0,51.4,0.0,5.7,600.0,0.0
MOONG DAL,10.0 g,20.0,20.0,50.0,0.0,5.0,590.0,0.0
MOONG DAL,35.0 g,22.9,1.43,62.9,5.71,17.1,0.0,0.0
MUNG DAL,114.0 g,5.26,4.39,14.0,0.88,1.8,465.0,0.0
TOOR DAL,47.0 g,21.3,2.13,61.7,2.13,8.5,43.0,0.0
URAD DAL,35.0 g,22.9,1.43,60.0,2.86,28.6,43.0,0.0
URAD DAL,100.0 g,24.0,1.5,60.0,3.0,29.0,40.0,0.0
CHANA MATAR CHOLE,130.0 g,4.62,2.69,16.9,3.85,4.6,315.0,0.0
KABULI CHANA CHICKPEAS,49.0 g,22.4,6.12,59.2,4.08,10.2,61.0,0.0
ORGANIC CHANA MASALA,150.0 g,9.33,8.67,34.7,0.0,12.0,393.0,0.0
"CHANA MASALA AND DAHL SIMMER SAUCE, CHANA MASALA AND DAHL",125.0 g,1.6,2.8,8.0,2.4,1.6,440.0,0.0
ORGANIC URAD DAL,100.0 GRM,21.3,3.89,51.0,0.0,2.7,32.0,0.0
DAL VADA MIX,50.0 g,22.0,2.0,58.0,0.0,8.0,1980.0,0.0
"INDIANLIFE, DAL MIX",28.0 g,17.9,10.7,46.4,3.57,10.7,304.0,0.0
LENTILS MASOOR DAL,45.0 g,24.4,0.0,64.4,2.22,11.1,0.0,0.0
LENTILS MASSOR DAL,45.0 g,24.4,0.0,64.4,2.22,11.1,0.0,0.0
"LENTILS, MASOOR DAL",45.0 g,24.4,0.0,64.4,2.22,11.1,0.0,0.0
"CHANA MASALA CHICKPEAS WITH ONION AND TOMATO IN A SPICY SAUCE, CHANA MASALA",225.0 g,4.0,4.0,14.7,2.67,4.0,182.0,0.0
"PATAK'S, MEDIUM CHICKPEA CURRY WITH RICE, CHANA MASALA, CHANA MASALA",283.0 g,3.53,1.77,19.8,3.89,2.8,173.0,0.0
CHANA MASALA MEAL TIME,150.0 GRM,4.67,4.33,14.7,2.67,3.3,407.0,0.0
CHICKPEAS & RICE: CHANA MASALA,71.0 g,12.7,6.34,67.6,2.82,5.6,1040.0,0.0
KALA CHANA BENGAL GRAM,1.0 g,1960.0,1310.0,6180.0,1080.0,1770.0,60600.0,0.0
"MILD CHANA MASALA, MILD",150.0 g,9.33,8.67,34.7,3.2,12.0,393.0,0.0
"CHANA MASALA CHICKPEAS IN A SAUCE OF TOMATOES, ONION, GARLIC & SPICES, CHANA MASALA",140.0 GRM,3.57,2.14,13.6,3.57,2.1,293.0,0.0
DAL PALAK WITH ZEERA RICE,350.0 g,4.57,2.0,24.3,0.29,2.9,243.0,0.0
DAL TADKA LENTIL CURRY,100.0 g,6.2,4.2,15.9,0.0,3.4,416.0,0.0
"MILD DAL MAKHANI, MILD",150.0 g,4.67,4.0,13.3,4.67,6.7,467.0,0.0
MOONG DAL,35.0 g,20.0,20.0,51.4,0.0,5.7,600.0,0.0
MOONG DAL,10.0 g,20.0,20.0,50.0,0.0,5.0,590.0,0.0
MOONG DAL,35.0 g,22.9,1.43,62.9,5.71,17.1,0.0,0.0
"YELLOW MOONG DAL, YELLOW",35.0 GRM,25.7,0.0,57.1,2.86,14.3,0.0,0.0
YELLOW SPLIT MOONG DAL,51.0 g,25.5,0.98,60.8,1.96,9.8,29.0,0.0
"MOONG DAL, SPLIT MOONG BEANS (WITHOUT SKIN)",112.0 g,25.0,1.34,58.0,0.89,27.7,9.0,0.0
MOONG DAL SPLIT MUNG BEANS,50.0 g,24.0,2.0,62.0,6.0,16.0,20.0,0.0
"DIYA, WHOLE MOONG",100.0 g,24.0,1.0,63.0,7.0,16.0,15.0,0.0
CHANA DAL,50.0 g,22.0,6.0,60.0,12.0,18.0,50.0,0.0
DAL MAKHANI,150.0 g,4.67,5.33,13.3,0.0,2.0,540.0,7.0
DAL MAKHANI,150.0 g,6.0,6.67,14.0,0.0,0.7,467.0,13.0
DAL TADKA,150.0 GRM,4.67,3.33,12.7,0.0,0.3,400.0,3.0
MASOOR DAL,140.0 g,7.14,0.0,14.3,0.0,4.3,14.0,0.0
MUNG DAL,114.0 g,5.26,4.39,14.0,0.88,1.8,465.0,0.0
TOOR DAL,47.0 g,21.3,2.13,61.7,2.13,8.5,43.0,0.0
URAD DAL,35.0 g,22.9,1.43,60.0,2.86,28.6,43.0,0.0
URAD DAL,100.0 g,24.0,1.5,60.0,3.0,29.0,40.0,0.0
MOONG WHOLE GREEN MUNG BEANS,45.0 g,24.4,0.0,62.2,6.67,15.6,11.0,0.0
ORGANIC GREEN GRAM WHOLE MOONG,100.0 GRM,24.0,1.0,63.0,7.0,16.0,15.0,0.0
DAL VADA MIX,50.0 g,22.0,2.0,58.0,0.0,8.0,1980.0,0.0
ORGANIC URAD DAL,100.0 GRM,21.3,3.89,51.0,0.0,2.7,32.0,0.0
CHANA DAL MASALA,5.0 g,40.0,20.0,40.0,0.0,0.0,7820.0,0.0
"INDIANLIFE, DAL MIX",28.0 g,17.9,10.7,46.4,3.57,10.7,304.0,0.0
LENTILS MASOOR DAL,45.0 g,24.4,0.0,64.4,2.22,11.1,0.0,0.0
LENTILS MASSOR DAL,45.0 g,24.4,0.0,64.4,2.22,11.1,0.0,0.0
"LENTILS, MASOOR DAL",45.0 g,24.4,0.0,64.4,2.22,11.1,0.0,0.0
"BOMBAY KITCHEN, CHANA DAL",28.299999237060547 g,21.2,24.7,49.5,0.0,3.5,802.0,0.0
DAL PALAK WITH ZEERA RICE,350.0 g,4.57,2.0,24.3,0.29,2.9,243.0,0.0
DAL TADKA LENTIL CURRY,100.0 g,6.2,4.2,15.9,0.0,3.4,416.0,0.0
"MILD DAL MAKHANI, MILD",150.0 g,4.67,4.0,13.3,4.67,6.7,467.0,0.0
"KITCHENS OF INDIA, DAL BUKHARA BLACK GRAM LENTILS CURRY, DAL BUKHARA",125.0 g,4.8,4.8,15.2,0.0,0.8,592.0,4.0
CHANA DAL SPLIT CHICK PEAS,45.0 g,20.0,6.67,60.0,11.1,17.8,22.0,0.0
"DAL MAKHANI, AROMATIC LENTILS & BEANS",71.0 g,7.04,2.82,19.7,2.82,2.8,423.0,7.0
MASOOR DAL SPLIT RED LENTILS,39.0 g,25.6,2.56,59.0,0.0,10.3,0.0,0.0
"RED LENTILS, LAL MASSOR DAL",45.0 g,24.4,2.22,62.2,0.0,11.1,0.0,0.0
"RED MASOOR DAL, RED MASOOR",35.0 GRM,20.0,0.0,62.9,0.0,11.4,0.0,0.0
TOOR DAL (SPLIT PIGEON PEAS),35.0 g,22.9,1.43,62.9,2.86,17.1,86.0,0.0
TOOR DAL SPLIT PIGEON PEAS,48.0 g,20.8,2.08,62.5,0.0,14.6,21.0,0.0
"YELLOW SPLIT PEAS, CHANA DAL",50.0 g,22.0,2.0,64.0,2.0,32.0,0.0,0.0
"INDIAN SPINACH DAL COOKED WITH YELLOW LENTILS IN A LIGHTLY SPICED SAUCE, INDIAN SPINACH DAL",140.0 GRM,3.57,3.57,10.0,1.43,2.9,329.0,0.0
"BOMBAY DAL PALAK WITH LEMON RICE, MEDIUM",227.0 g,3.08,2.2,17.6,0.88,1.3,216.0,0.0
 ORGANIC BENGAL GRAM SPLIT CHANA DAL,100.0 GRM,20.0,0.0,59.0,0.0,8.0,10.0,0.0
ORGANIC CHANA DAL BENGAL GRAM SPLIT,100.0 MG,21.0,6.4,60.5,12.0,17.2,50.0,0.0
ORGANIC MILD INDIAN COCONUT SQUASH DAL,140.0 GRM,4.29,5.0,17.1,0.71,4.3,264.0,0.0
BLACK LENTIL AND KIDNEY BEAN DAL MAKHANI,143.0 GRM,4.2,7.69,11.2,1.4,4.2,476.0,3.0
"CHANA DAL, FRIED SPLIT CHICKPEA PULSE",35.0 g,20.0,20.0,51.4,0.0,11.4,457.0,0.0
"GREEN SPLIT PEAS, GREEN MATAR DAL",49.0 g,22.4,2.04,65.3,2.04,34.7,0.0,0.0
"GREEN SPLIT PEAS, GREEN MATAR DAL",49.0 g,22.4,2.04,65.3,2.04,34.7,0.0,0.0
INDIAN DAL (LENTIL SOUP) SPICE MIX,3.0 g,33.3,0.0,33.3,0.0,33.3,333.0,0.0
"PATAK'S, LENTIL CURRY WITH RICE, DAL MAKHANI",283.0 g,3.53,2.47,20.8,1.06,3.2,138.0,4.0
MASOOR DAL,140.0 g,7.14,0.0,14.3,0.0,4.3,14.0,0.0
"RED MASOOR DAL, RED MASOOR",35.0 GRM,20.0,0.0,62.9,0.0,11.4,0.0,0.0
LENTILS MASOOR DAL,45.0 g,24.4,0.0,64.4,2.22,11.1,0.0,0.0
"LENTILS, MASOOR DAL",45.0 g,24.4,0.0,64.4,2.22,11.1,0.0,0.0
MASOOR DAL SPLIT RED LENTILS,39.0 g,25.6,2.56,59.0,0.0,10.3,0.0,0.0
"TURKISH, TRIKONA RED LENTIL MASOOR DAL",45.0 g,24.4,0.0,60.0,4.44,15.6,33.0,0.0
CHANA DAL,50.0 g,22.0,6.0,60.0,12.0,18.0,50.0,0.0
DAL MAKHANI,150.0 g,4.67,5.33,13.3,0.0,2.0,540.0,7.0
DAL MAKHANI,150.0 g,6.0,6.67,14.0,0.0,0.7,467.0,13.0
DAL TADKA,150.0 GRM,4.67,3.33,12.7,0.0,0.3,400.0,3.0
MOONG DAL,35.0 g,20.0,20.0,51.4,0.0,5.7,600.0,0.0
MOONG DAL,10.0 g,20.0,20.0,50.0,0.0,5.0,590.0,0.0
MOONG DAL,35.0 g,22.9,1.43,62.9,5.71,17.1,0.0,0.0
MUNG DAL,114.0 g,5.26,4.39,14.0,0.88,1.8,465.0,0.0
TOOR DAL,47.0 g,21.3,2.13,61.7,2.13,8.5,43.0,0.0
URAD DAL,35.0 g,22.9,1.43,60.0,2.86,28.6,43.0,0.0
URAD DAL,100.0 g,24.0,1.5,60.0,3.0,29.0,40.0,0.0
ORGANIC MASOOR MALKA PINK LENTIL SPLIT,100.0 GRM,20.0,1.0,52.0,12.0,16.0,41.0,0.0
ORGANIC URAD DAL,100.0 GRM,21.3,3.89,51.0,0.0,2.7,32.0,0.0
CHANA DAL MASALA,5.0 g,40.0,20.0,40.0,0.0,0.0,7820.0,0.0
DAL VADA MIX,50.0 g,22.0,2.0,58.0,0.0,8.0,1980.0,0.0
"INDIANLIFE, DAL MIX",28.0 g,17.9,10.7,46.4,3.57,10.7,304.0,0.0
LENTILS MASSOR DAL,45.0 g,24.4,0.0,64.4,2.22,11.1,0.0,0.0
"BOMBAY KITCHEN, CHANA DAL",28.299999237060547 g,21.2,24.7,49.5,0.0,3.5,802.0,0.0
DAL PALAK WITH ZEERA RICE,350.0 g,4.57,2.0,24.3,0.29,2.9,243.0,0.0
DAL TADKA LENTIL CURRY,100.0 g,6.2,4.2,15.9,0.0,3.4,416.0,0.0
"MILD DAL MAKHANI, MILD",150.0 g,4.67,4.0,13.3,4.67,6.7,467.0,0.0
"YELLOW MOONG DAL, YELLOW",35.0 GRM,25.7,0.0,57.1,2.86,14.3,0.0,0.0
YELLOW SPLIT MOONG DAL,51.0 g,25.5,0.98,60.8,1.96,9.8,29.0,0.0
"KITCHENS OF INDIA, DAL BUKHARA BLACK GRAM LENTILS CURRY, DAL BUKHARA",125.0 g,4.8,4.8,15.2,0.0,0.8,592.0,4.0
CHANA DAL SPLIT CHICK PEAS,45.0 g,20.0,6.67,60.0,11.1,17.8,22.0,0.0
"DAL MAKHANI, AROMATIC LENTILS & BEANS",71.0 g,7.04,2.82,19.7,2.82,2.8,423.0,7.0
MOONG DAL SPLIT MUNG BEANS,50.0 g,24.0,2.0,62.0,6.0,16.0,20.0,0.0
"RED LENTILS, LAL MASSOR DAL",45.0 g,24.4,2.22,62.2,0.0,11.1,0.0,0.0
TOOR DAL (SPLIT PIGEON PEAS),35.0 g,22.9,1.43,62.9,2.86,17.1,86.0,0.0
TOOR DAL SPLIT PIGEON PEAS,48.0 g,20.8,2.08,62.5,0.0,14.6,21.0,0.0
"YELLOW SPLIT PEAS, CHANA DAL",50.0 g,22.0,2.0,64.0,2.0,32.0,0.0,0.0
"INDIAN SPINACH DAL COOKED WITH YELLOW LENTILS IN A LIGHTLY SPICED SAUCE, INDIAN SPINACH DAL",140.0 GRM,3.57,3.57,10.0,1.43,2.9,329.0,0.0
"BOMBAY DAL PALAK WITH LEMON RICE, MEDIUM",227.0 g,3.08,2.2,17.6,0.88,1.3,216.0,0.0
 ORGANIC BENGAL GRAM SPLIT CHANA DAL,100.0 GRM,20.0,0.0,59.0,0.0,8.0,10.0,0.0
ORGANIC CHANA DAL BENGAL GRAM SPLIT,100.0 MG,21.0,6.4,60.5,12.0,17.2,50.0,0.0
ORGANIC MILD INDIAN COCONUT SQUASH DAL,140.0 GRM,4.29,5.0,17.1,0.71,4.3,264.0,0.0
BLACK LENTIL AND KIDNEY BEAN DAL MAKHANI,143.0 GRM,4.2,7.69,11.2,1.4,4.2,476.0,3.0
"CHANA DAL, FRIED SPLIT CHICKPEA PULSE",35.0 g,20.0,20.0,51.4,0.0,11.4,457.0,0.0
"GREEN SPLIT PEAS, GREEN MATAR DAL",49.0 g,22.4,2.04,65.3,2.04,34.7,0.0,0.0
"GREEN SPLIT PEAS, GREEN MATAR DAL",49.0 g,22.4,2.04,65.3,2.04,34.7,0.0,0.0
INDIAN DAL (LENTIL SOUP) SPICE MIX,3.0 g,33.3,0.0,33.3,0.0,33.3,333.0,0.0
"PATAK'S, LENTIL CURRY WITH RICE, DAL MAKHANI",283.0 g,3.53,2.47,20.8,1.06,3.2,138.0,4.0
TOOR DAL PLAIN SPLIT PIGEON PEAS,100.0 g,22.0,1.5,63.0,3.0,15.0,15.0,10.0
"BOB'S RED MILL, CHANA DAL HERITAGE BEANS",51.0 g,21.6,3.92,60.8,1.96,33.3,0.0,0.0
URAD DAL,35.0 g,22.9,1.43,60.0,2.86,28.6,43.0,0.0
URAD DAL,100.0 g,24.0,1.5,60.0,3.0,29.0,40.0,0.0
ORGANIC URAD DAL,100.0 GRM,21.3,3.89,51.0,0.0,2.7,32.0,0.0
WHOLE URAD GOTA,35.0 g,11.4,0.0,40.0,0.0,8.6,26.0,0.0
ORGANIC WHOLE WHITE URAD GOTA ,100.0 GRM,18.0,0.5,68.0,1.0,8.0,10.0,0.0
CHANA DAL,50.0 g,22.0,6.0,60.0,12.0,18.0,50.0,0.0
DAL MAKHANI,150.0 g,4.67,5.33,13.3,0.0,2.0,540.0,7.0
DAL MAKHANI,150.0 g,6.0,6.67,14.0,0.0,0.7,467.0,13.0
DAL TADKA,150.0 GRM,4.67,3.33,12.7,0.0,0.3,400.0,3.0
MASOOR DAL,140.0 g,7.14,0.0,14.3,0.0,4.3,14.0,0.0
MOONG DAL,35.0 g,20.0,20.0,51.4,0.0,5.7,600.0,0.0
MOONG DAL,10.0 g,20.0,20.0,50.0,0.0,5.0,590.0,0.0
MOONG DAL,35.0 g,22.9,1.43,62.9,5.71,17.1,0.0,0.0
MUNG DAL,114.0 g,5.26,4.39,14.0,0.88,1.8,465.0,0.0
TOOR DAL,47.0 g,21.3,2.13,61.7,2.13,8.5,43.0,0.0
BLACK GRAM SPLIT (URAD CHILKA),100.0 g,24.0,1.4,59.6,0.0,0.0,0.0,0.0
WHOLE URAD BLACK MATPE BEANS,49.0 g,22.4,2.04,61.2,2.04,16.3,41.0,0.0
CHANA DAL MASALA,5.0 g,40.0,20.0,40.0,0.0,0.0,7820.0,0.0
DAL VADA MIX,50.0 g,22.0,2.0,58.0,0.0,8.0,1980.0,0.0
"INDIANLIFE, DAL MIX",28.0 g,17.9,10.7,46.4,3.57,10.7,304.0,0.0
LENTILS MASOOR DAL,45.0 g,24.4,0.0,64.4,2.22,11.1,0.0,0.0
LENTILS MASSOR DAL,45.0 g,24.4,0.0,64.4,2.22,11.1,0.0,0.0
"LENTILS, MASOOR DAL",45.0 g,24.4,0.0,64.4,2.22,11.1,0.0,0.0
"BOMBAY KITCHEN, CHANA DAL",28.299999237060547 g,21.2,24.7,49.5,0.0,3.5,802.0,0.0
DAL PALAK WITH ZEERA RICE,350.0 g,4.57,2.0,24.3,0.29,2.9,243.0,0.0
DAL TADKA LENTIL CURRY,100.0 g,6.2,4.2,15.9,0.0,3.4,416.0,0.0
"MILD DAL MAKHANI, MILD",150.0 g,4.67,4.0,13.3,4.67,6.7,467.0,0.0
"YELLOW MOONG DAL, YELLOW",35.0 GRM,25.7,0.0,57.1,2.86,14.3,0.0,0.0
YELLOW SPLIT MOONG DAL,51.0 g,25.5,0.98,60.8,1.96,9.8,29.0,0.0
"KITCHENS OF INDIA, DAL BUKHARA BLACK GRAM LENTILS CURRY, DAL BUKHARA",125.0 g,4.8,4.8,15.2,0.0,0.8,592.0,4.0
CHANA DAL SPLIT CHICK PEAS,45.0 g,20.0,6.67,60.0,11.1,17.8,22.0,0.0
"DAL MAKHANI, AROMATIC LENTILS & BEANS",71.0 g,7.04,2.82,19.7,2.82,2.8,423.0,7.0
MASOOR DAL SPLIT RED LENTILS,39.0 g,25.6,2.56,59.0,0.0,10.3,0.0,0.0
MOONG DAL SPLIT MUNG BEANS,50.0 g,24.0,2.0,62.0,6.0,16.0,20.0,0.0
"RED LENTILS, LAL MASSOR DAL",45.0 g,24.4,2.22,62.2,0.0,11.1,0.0,0.0
"RED MASOOR DAL, RED MASOOR",35.0 GRM,20.0,0.0,62.9,0.0,11.4,0.0,0.0
TOOR DAL (SPLIT PIGEON PEAS),35.0 g,22.9,1.43,62.9,2.86,17.1,86.0,0.0
TOOR DAL SPLIT PIGEON PEAS,48.0 g,20.8,2.08,62.5,0.0,14.6,21.0,0.0
"YELLOW SPLIT PEAS, CHANA DAL",50.0 g,22.0,2.0,64.0,2.0,32.0,0.0,0.0
"INDIAN SPINACH DAL COOKED WITH YELLOW LENTILS IN A LIGHTLY SPICED SAUCE, INDIAN SPINACH DAL",140.0 GRM,3.57,3.57,10.0,1.43,2.9,329.0,0.0
"BOMBAY DAL PALAK WITH LEMON RICE, MEDIUM",227.0 g,3.08,2.2,17.6,0.88,1.3,216.0,0.0
 ORGANIC BENGAL GRAM SPLIT CHANA DAL,100.0 GRM,20.0,0.0,59.0,0.0,8.0,10.0,0.0
ORGANIC CHANA DAL BENGAL GRAM SPLIT,100.0 MG,21.0,6.4,60.5,12.0,17.2,50.0,0.0
ORGANIC MILD INDIAN COCONUT SQUASH DAL,140.0 GRM,4.29,5.0,17.1,0.71,4.3,264.0,0.0
BLACK LENTIL AND KIDNEY BEAN DAL MAKHANI,143.0 GRM,4.2,7.69,11.2,1.4,4.2,476.0,3.0
"CHANA DAL, FRIED SPLIT CHICKPEA PULSE",35.0 g,20.0,20.0,51.4,0.0,11.4,457.0,0.0
"GREEN SPLIT PEAS, GREEN MATAR DAL",49.0 g,22.4,2.04,65.3,2.04,34.7,0.0,0.0
"GREEN SPLIT PEAS, GREEN MATAR DAL",49.0 g,22.4,2.04,65.3,2.04,34.7,0.0,0.0
INDIAN DAL (LENTIL SOUP) SPICE MIX,3.0 g,33.3,0.0,33.3,0.0,33.3,333.0,0.0
"PATAK'S, LENTIL CURRY WITH RICE, DAL MAKHANI",283.0 g,3.53,2.47,20.8,1.06,3.2,138.0,4.0
CHICKPEAS,125.0 g,8.0,1.6,20.8,0.8,4.0,232.0,0.0
CHICKPEAS,130.0 g,3.85,0.77,14.6,0.77,3.1,338.0,0.0
CHICKPEAS,130.0 g,5.38,0.77,0.0,0.0,5.4,269.0,0.0
CHICKPEAS,130.0 g,4.62,1.54,15.4,0.77,3.1,246.0,0.0
CHICKPEAS,130.0 GRM,8.46,2.69,26.9,4.62,7.7,292.0,0.0
CHICKPEAS,80.0 g,8.75,2.5,27.5,0.0,13.8,11.0,0.0
Chickpea flour (besan),Not specified,22.4,6.69,57.8,10.8,10.8,64.0,0.0
"Chickpeas, (garbanzo beans, bengal gram), dry",Not specified,21.3,6.27,60.4,0.0,0.0,8.78,0.0
"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",Not specified,20.5,6.04,63.0,10.7,12.2,24.0,0.0
"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed",Not specified,7.02,3.1,20.3,0.0,0.0,202.0,0.0
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids",Not specified,7.05,2.77,22.5,4.01,6.4,246.0,0.0
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids",Not specified,4.92,1.95,13.5,0.0,4.4,278.0,0.0
"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt",Not specified,8.86,2.59,27.4,4.8,7.6,243.0,0.0
"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt",Not specified,8.86,2.59,27.4,4.8,7.6,7.0,0.0
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water",Not specified,7.04,2.47,22.9,4.0,6.3,212.0,0.0
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids, low sodium",Not specified,4.92,1.95,13.5,2.59,4.4,132.0,0.0
"CHICKPEA BUTTER, CHICKPEA",32.0 GRM,12.5,37.5,43.8,9.38,6.2,234.0,0.0
"CHICKPEA CHIPS, CHICKPEA",28.0 g,7.14,28.6,64.3,0.0,0.0,786.0,0.0
"CHICKPEA CRACKERS, CHICKPEA",28.0 g,7.14,25.0,57.1,3.57,3.6,179.0,0.0
"CHICKPEA FUSILLI, CHICKPEA",160.0 g,10.6,4.38,26.2,0.62,5.0,138.0,0.0
"CHICKPEA ORZO, CHICKPEA",56.0 GRM,21.4,6.25,60.7,3.57,14.3,0.0,0.0
"CHICKPEA PENNE, CHICKPEA",55.0 g,10.9,5.45,50.9,1.82,9.1,0.0,0.0
"CHICKPEA ROTINI, CHICKPEA",56.0 g,19.6,6.25,60.7,3.57,14.3,0.0,0.0
"CHICKPEA SALAD, CHICKPEA",100.0 g,5.0,7.0,17.0,7.0,3.0,250.0,0.0
CHICKPEA,100.0 g,19.0,6.0,61.0,11.0,17.0,24.0,0.0
"CHICKPEA & NOODLE SOUP, CHICKPEA",245.0 GRM,3.27,1.22,10.2,1.63,1.2,269.0,4.0
"CHICKPEA KOFTA CURRY, CHICKPEA",283.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHICKPEA ORGANIC FLOUR, CHICKPEA",15.0 g,20.0,6.67,60.0,20.0,20.0,0.0,0.0
"CHICKPEA PASTA, PENNE, CHICKPEA",56.0 g,19.6,6.25,60.7,3.57,14.3,0.0,0.0
"CHICKPEAS PIZZA CRUSTS, CHICKPEAS",48.0 g,8.33,10.4,45.8,2.08,6.2,281.0,0.0
"ORGANIC CHICKPEA RISONI, CHICKPEA",56.0 g,21.4,5.36,58.9,1.79,14.3,9.0,0.0
"CHANA CHICKPEA MASALA, CHANA CHICKPEA",143.0 g,5.59,7.69,18.9,4.2,4.2,399.0,0.0
