item_name,serving_size,calories_(kcal),protein_(g),total_fat_(g),carbohydrates_(g),sugar_(g),fiber_(g),sodium_(mg),cholesterol_(mg),pakistani,meal_type
"CHICKEN TIKKA MASALA KIT, CHICKEN TIKKA MASALA",84.0 g,238.0,5.95,0.6,52.4,10.7,4.8,548.0,0.0,True,Dinner
"CHICKEN TIKKA MASALA NAANWICH, CHICKEN TIKKA MASALA",147.0 g,204.0,11.6,5.44,29.2,4.08,0.7,415.0,27.0,True,Dinner
TIKKA MASALA CHICKEN,350.0 g,114.0,6.86,1.71,18.9,2.86,1.1,149.0,16.0,True,Dinner
"CHICKEN TIKKA MASALA WITH BASMATI RICE, CHICKEN TIKKA MASALA",283.0 g,106.0,6.01,3.18,13.8,1.77,0.4,244.0,12.0,True,Lunch
"CHICKEN TIKKA MASALA WITH BASMATI RICE, CHICKEN TIKKA MASALA",350.0 g,106.0,6.57,3.14,13.1,1.14,0.9,134.0,16.0,True,Lunch
"CHICKEN TIKKA MASALA WITH TURMERIC RICE, CHICKEN TIKKA MASALA",340.0 g,135.0,8.24,5.0,13.8,1.47,0.9,312.0,34.0,True,Lunch
"CHICKEN TIKKA MASALA POUCHES, CHICKEN TIKKA",113.0 g,257.0,13.3,14.2,19.5,1.77,1.8,584.0,49.0,True,Dinner
"CHICKEN TIKKA MASALA SOUP, CHICKEN TIKKA",245.0 g,98.0,3.67,5.71,8.57,2.45,1.6,433.0,12.0,True,Lunch
"CHICKEN TIKKA MASALA, CHICKEN",335.0 g,93.0,7.16,1.79,11.6,0.9,0.9,146.0,21.0,True,Dinner
"CHICKEN TIKKA MASALA, CHICKEN",255.0 GRM,106.0,7.06,1.96,14.9,1.57,2.0,176.0,14.0,True,Dinner
"CHICKEN TIKKA MASALA, CHICKEN",135.0 GRM,141.0,12.6,7.41,3.7,1.48,0.0,281.0,48.0,True,Dinner
"CHICKEN TIKKA MASALA, CHICKEN",283.0 g,110.0,6.01,3.18,14.1,0.71,0.7,106.0,11.0,True,Dinner
"CHICKEN TIKKA MASALA, CHICKEN",198.0 g,121.0,4.55,4.04,16.2,1.52,1.0,359.0,8.0,True,Dinner
"CHICKEN TIKKA MASALA, CHICKEN",227.0 GRM,128.0,6.17,4.41,15.9,1.76,0.9,101.0,18.0,True,Dinner
"CHICKEN TIKKA MASALA, CHICKEN",255.0 g,141.0,9.8,5.49,13.3,0.39,0.0,208.0,27.0,True,Dinner
"CHICKEN TIKKA MASALA, CHICKEN",269.0 GRM,119.0,4.46,4.09,16.0,1.49,1.1,361.0,7.0,True,Dinner
"CHICKEN TIKKA MASALA, CHICKEN",135.0 GRM,170.0,13.3,10.4,4.44,2.22,0.7,415.0,70.0,True,Dinner
"CHICKEN TIKKA MASALA, CHICKEN",340.0 g,138.0,7.35,10.3,5.88,2.35,1.2,174.0,35.0,True,Dinner
"CHICKEN TIKKA MASALA, CHICKEN",140.0 GRM,171.0,17.1,9.29,4.29,1.43,0.0,521.0,68.0,True,Dinner
"CHICKEN TIKKA MASALA, CHICKEN",140.0 GRM,143.0,13.6,7.86,5.0,2.14,1.4,586.0,46.0,True,Dinner
"CHICKEN TIKKA MASALA GOURMET SEASONING KIT, CHICKEN TIKKA MASALA",5.300000190734863 g,189.0,0.0,0.0,37.7,0.0,18.9,12100.0,0.0,True,Dinner
"CHICKEN TIKKA MASALA MILD SEASONING MIX, CHICKEN TIKKA MASALA",5.0 g,300.0,0.0,0.0,60.0,0.0,0.0,4600.0,0.0,True,Dinner
"CHICKEN TIKKA MASALA WITH AROMATIC BASMATI RICE, CHICKEN TIKKA MASALA",340.0 g,138.0,11.2,3.53,14.7,0.88,0.3,324.0,37.0,True,Lunch
"CHICKEN TIKKA MASALA SOUP WITH WHITE MEAT CHICKEN, CHICKEN TIKKA MASALA",454.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Lunch
"TIKKA MASALA SAUCE, TIKKA MASALA",125.0 ml,88.0,1.6,5.6,8.0,3.2,0.0,392.0,0.0,True,Dinner
"TIKKA MASALA SAUCE, TIKKA MASALA",51.0 GRM,137.0,1.96,9.8,11.8,3.92,0.0,392.0,10.0,True,Dinner
"TIKKA MASALA, TIKKA",125.0 g,80.0,1.6,4.0,11.2,8.8,0.8,760.0,4.0,True,Dinner
CHICKEN TIKKA MASALA NAANWICH,147.0 GRM,218.0,10.2,6.12,31.3,4.76,2.7,340.0,20.0,True,Dinner
CHICKEN TIKKA MASALA SAMOSAS,85.0 g,271.0,9.41,11.8,32.9,3.53,0.0,388.0,35.0,True,Dinner
"SUKHI'S, CHICKEN TIKKA MASALA",156.0 g,167.0,15.4,5.13,14.7,1.28,0.6,417.0,45.0,True,Dinner
VEGAN CHICKEN TIKKA MASALA,71.0 g,127.0,8.45,7.04,5.63,1.41,4.2,423.0,0.0,True,Dinner
"TIKKA MASALA CHICKEN WITH RICE AND CAULIFLOWER MEAL KIT, TIKKA MASALA CHICKEN",424.0 GRM,118.0,7.31,4.95,10.8,2.12,0.9,417.0,35.0,True,Lunch
"CHICKEN TIKKA MASALA BURRITO WITH ROASTED POTATOES, RICE, CARROTS & PEAS IN A TIKKA MASALA SAUCE, CHICKEN TIKKA MASALA",142.0 GRM,190.0,7.75,4.93,29.6,1.41,1.4,239.0,11.0,True,Lunch
"CHICKEN TIKKA MASALA, CHICKEN; CUMIN",255.0 GRM,145.0,9.8,5.1,15.7,0.78,1.2,247.0,22.0,True,Dinner
TIKKA MASALA,120.0 g,117.0,1.67,8.33,10.0,6.67,1.7,517.0,17.0,True,Dinner
"TIKKA MASALA COOKING SAUCE, TIKKA MASALA",51.0 g,137.0,1.96,9.8,11.8,3.92,0.0,392.0,10.0,True,Dinner
"TIKKA MASALA CURRY SAUCE, TIKKA MASALA",63.0 g,95.0,1.59,4.76,14.3,9.52,1.6,825.0,8.0,True,Lunch
"TIKKA MASALA DUSTED ALMONDS, TIKKA MASALA",30.0 IU,600.0,20.0,53.3,20.0,3.33,10.0,600.0,0.0,True,Dinner
"TIKKA MASALA MEAL KIT, TIKKA MASALA",53.0 g,358.0,5.66,0.94,77.4,13.2,1.9,679.0,0.0,True,Dinner
"TIKKA MASALA SAUCE KIT, TIKKA MASALA",64.0 g,70.0,1.56,3.12,9.38,3.12,1.6,703.0,0.0,True,Dinner
"TIKKA MASALA SIMMER SAUCE, TIKKA MASALA",120.0 g,100.0,1.67,7.5,7.5,3.33,0.8,350.0,0.0,True,Dinner
"TIKKA MASALA SIMMER SAUCE, TIKKA MASALA",125.0 GRM,200.0,3.2,12.8,19.2,12.8,1.6,984.0,0.0,True,Dinner
"TIKKA MASALA SIMMER SAUCE, TIKKA MASALA",122.0 g,74.0,0.82,4.92,5.74,1.64,0.0,656.0,16.0,True,Dinner
WHOLE WHEAT CHAPATI,60.0 g,292.0,6.67,8.33,45.0,5.0,8.3,223.0,0.0,True,Lunch
KEEMA WITH CHICKEN & BASMATI RICE CHAPATI WRAP,156.0 g,192.0,9.62,5.13,26.9,1.92,4.5,295.0,13.0,True,Lunch
UNCOOKED ROTI-CHAPATI TRADITIONAL STYLE FLATBREAD,57.0 g,281.0,7.02,8.77,45.6,0.0,3.5,351.0,0.0,True,Breakfast
"TRADITIONAL STYLE FLATBREAD ROTI-CHAPATI, TRADITIONAL STYLE FLATBREAD",57.0 g,281.0,7.02,8.77,45.6,0.0,3.5,351.0,0.0,True,Breakfast
"EGGPLANT BABAGANUSH, EGGPLANT",28.0 GRM,321.0,0.0,32.1,7.14,3.57,0.0,464.0,18.0,True,Breakfast
"EGGPLANT CAVIAR, EGGPLANT",28.0 GRM,118.0,2.14,8.93,6.43,6.07,2.1,379.0,0.0,True,Breakfast
"EGGPLANT DIP, EGGPLANT",90.0 GRM,244.0,13.3,7.78,35.6,6.67,10.0,367.0,0.0,True,Breakfast
"EGGPLANT DIP, EGGPLANT",30.0 GRM,267.0,3.33,26.7,6.67,3.33,0.0,533.0,17.0,True,Breakfast
"EGGPLANT PARMESAN, EGGPLANT",260.0 GRM,108.0,3.85,5.77,11.2,2.69,0.8,315.0,6.0,True,Breakfast
"EGGPLANT PARMIGIANA, EGGPLANT",381.0 g,94.0,5.77,5.25,6.82,3.15,2.4,236.0,14.0,True,Breakfast
"EGGPLANT PARMIGIANA, EGGPLANT",283.0 g,85.0,5.3,4.24,7.77,2.47,1.4,307.0,11.0,True,Breakfast
"EGGPLANT RAVIOLI, EGGPLANT",114.0 g,202.0,9.65,3.95,28.1,3.51,1.8,368.0,39.0,True,Breakfast
"EGGPLANT SPREAD, EGGPLANT",28.0 GRM,118.0,2.14,8.93,6.43,6.07,2.1,379.0,0.0,True,Breakfast
 EGGPLANT,84.0 GRM,24.0,0.0,0.0,5.95,3.57,3.6,0.0,0.0,True,Breakfast
EGGPLANTS,85.0 GRM,29.0,1.18,0.0,5.88,3.53,3.5,0.0,0.0,True,Breakfast
"EGGPLANT GRILLED VEGGIES, EGGPLANT",99.0 g,51.0,2.02,0.0,11.1,6.06,5.1,0.0,0.0,True,Breakfast
"EGGPLANT BREADED CUTLETS, EGGPLANT",142.0 g,197.0,4.23,9.15,26.8,2.11,2.1,563.0,0.0,True,Breakfast
"EGGPLANT FRIED RATATOUILLE, EGGPLANT",110.0 GRM,100.0,0.91,6.36,8.18,4.55,1.8,564.0,0.0,True,Breakfast
"EGGPLANT ROLL-UPS, EGGPLANT",180.0 GRM,111.0,3.89,7.22,7.78,2.78,1.7,172.0,14.0,True,Breakfast
"LEVANT, SPREAD, EGGPLANT, EGGPLANT",30.0 g,117.0,0.0,6.67,13.3,6.67,0.0,600.0,0.0,True,Breakfast
"EGGPLANT INDIAN BREAD, CHEESE, EGGPLANT NAAN PIZZA, EGGPLANT",127.0 GRM,252.0,10.2,7.87,34.6,3.15,3.1,441.0,8.0,True,Breakfast
"CAPONATA EGGPLANT APPETIZER, CAPONATA EGGPLANT",60.0 g,117.0,1.67,6.67,11.7,6.67,5.0,433.0,0.0,True,Breakfast
"EGGPLANT APPETIZER CAPONATA, EGGPLANT APPETIZER",100.0 GRM,70.0,1.0,4.0,9.0,6.0,3.0,450.0,0.0,True,Breakfast
"EGGPLANT PARMESAN RAVIOLI, EGGPLANT PARMESAN",112.0 g,259.0,8.04,12.5,25.9,7.14,3.6,616.0,36.0,True,Breakfast
"MICHAEL ANGELO'S, EGGPLANT PARMESAN, EGGPLANT",170.0 g,141.0,7.06,8.82,7.65,2.35,1.8,271.0,35.0,True,Breakfast
"ROASTED EGGPLANT DIP, ROASTED EGGPLANT",28.0 GRM,36.0,0.0,0.0,7.14,3.57,3.6,250.0,0.0,True,Breakfast
"ROASTED EGGPLANT HOMMUS, ROASTED EGGPLANT",28.0 GRM,179.0,3.57,10.7,14.3,3.57,3.6,375.0,0.0,True,Breakfast
"ROASTED EGGPLANT HUMMUS, ROASTED EGGPLANT",30.0 GRM,167.0,6.67,10.0,13.3,0.0,3.3,433.0,0.0,True,Breakfast
"ROASTED EGGPLANT SPREAD, ROASTED EGGPLANT",30.0 GRM,150.0,0.0,13.3,10.0,3.33,0.0,700.0,0.0,True,Breakfast
"SMOKY EGGPLANT DIP, SMOKY EGGPLANT",31.0 MG,129.0,3.23,11.3,9.68,3.23,6.5,484.0,0.0,True,Breakfast
"SPANISH EGGPLANT DIP, SPANISH EGGPLANT",28.0 g,161.0,0.0,16.1,7.14,7.14,3.6,375.0,0.0,True,Breakfast
"TUSCAN EGGPLANT TOMATO SAUCE, EGGPLANT",125.0 g,56.0,1.6,3.2,8.0,4.8,3.2,272.0,0.0,True,Breakfast
FRESH EGGPLANTS,82.0 GRM,24.0,1.22,0.61,6.1,3.66,3.7,2.0,0.0,True,Breakfast
ROASTED EGGPLANTS,55.0 GRM,27.0,1.82,0.0,5.45,1.82,1.8,545.0,0.0,True,Breakfast
ROASTED EGGPLANT,95.0 g,21.0,2.11,0.0,4.21,1.05,3.2,358.0,0.0,True,Breakfast
ROASTED EGGPLANT,25.0 g,40.0,0.0,0.0,8.0,0.0,4.0,440.0,0.0,True,Breakfast
EGGPLANT DIP,30.0 g,100.0,3.33,6.67,6.67,0.0,3.3,700.0,0.0,True,Breakfast
EGGPLANT APPETIZER,110.0 g,118.0,1.82,10.0,8.18,3.64,3.6,409.0,0.0,True,Breakfast
EGGPLANT APPETIZER,100.0 g,150.0,2.0,13.0,6.0,5.0,7.0,470.0,0.0,True,Breakfast
EGGPLANT CAVIAR,30.0 g,83.0,0.0,5.0,6.67,3.33,0.0,600.0,0.0,True,Breakfast
EGGPLANT CUTLETS,113.0 g,212.0,2.65,15.0,18.6,2.65,2.7,469.0,0.0,True,Breakfast
EGGPLANT DIP,26.0 g,154.0,7.69,7.69,15.4,0.0,7.7,192.0,0.0,True,Breakfast
EGGPLANT GRILLED,110.0 GRM,100.0,0.91,8.18,6.36,0.91,0.9,291.0,0.0,True,Breakfast
EGGPLANT PARMESAN,284.0 g,99.0,4.58,4.58,9.15,4.58,1.1,208.0,9.0,True,Breakfast
EGGPLANT PARMESAN,215.0 g,135.0,9.3,8.37,5.12,2.79,1.4,377.0,26.0,True,Breakfast
EGGPLANT PARMESAN,227.0 g,128.0,6.17,9.69,12.8,4.41,1.8,445.0,9.0,True,Breakfast
EGGPLANT PARMESAN,227.0 g,141.0,6.61,8.81,9.69,2.64,1.8,260.0,26.0,True,Breakfast
EGGPLANT PARMESAN,190.0 g,147.0,8.95,7.89,8.95,1.58,1.6,284.0,18.0,True,Breakfast
"GARLIC BREAD WITH REAL GARLIC, GARLIC",57.0 g,351.0,8.77,14.0,45.6,1.75,1.8,526.0,0.0,True,Breakfast
"GARLIC BREAD WITH REAL GARLIC, GARLIC",57.0 g,351.0,8.77,14.0,45.6,1.75,1.8,456.0,0.0,True,Breakfast
"FLATBREADS, GARLIC, GARLIC",16.0 g,438.0,12.5,9.38,75.0,6.25,6.2,469.0,0.0,True,Breakfast
"GARLIC BREAD, GARLIC",57.0 g,351.0,8.77,14.0,45.6,1.75,1.8,596.0,0.0,True,Breakfast
"GARLIC BREAD, GARLIC",57.0 g,351.0,8.77,14.0,43.9,1.75,1.8,579.0,0.0,True,Breakfast
"GARLIC BREAD, GARLIC",57.0 g,263.0,8.77,2.63,50.9,0.0,1.8,614.0,0.0,True,Breakfast
"GARLIC BREAD, GARLIC",57.0 GRM,351.0,8.77,14.0,45.6,1.75,1.8,579.0,0.0,True,Breakfast
"GARLIC BREAD, GARLIC",57.0 g,351.0,8.77,14.0,45.6,1.75,0.0,596.0,0.0,True,Breakfast
"GARLIC BREAD, GARLIC",57.0 GRM,351.0,8.77,14.0,43.9,1.75,1.8,579.0,0.0,True,Breakfast
"GARLIC BREAD, GARLIC",47.0 g,447.0,6.38,29.8,36.2,2.13,2.1,936.0,0.0,True,Breakfast
"GARLIC BREAD, GARLIC",57.0 g,333.0,8.77,10.5,52.6,1.75,3.5,333.0,0.0,True,Breakfast
"GARLIC BREAD, GARLIC",57.0 g,351.0,8.77,14.0,45.6,1.75,1.8,509.0,0.0,True,Breakfast
"GARLIC BREAD, GARLIC",47.0 GRM,340.0,8.51,14.9,44.7,2.13,2.1,617.0,0.0,True,Breakfast
"GARLIC BREADSTICKS, GARLIC",50.0 g,320.0,8.0,10.0,46.0,4.0,2.0,380.0,0.0,True,Breakfast
"GARLIC BREADSTICKS, GARLIC",15.0 g,400.0,13.3,13.3,73.3,0.0,0.0,933.0,0.0,True,Breakfast
"GARLIC BREADSTICKS, GARLIC",50.0 g,320.0,8.0,12.0,46.0,4.0,2.0,580.0,0.0,True,Breakfast
"GARLIC BREADSTICKS, GARLIC",50.0 g,340.0,8.0,0.0,46.0,4.0,2.0,440.0,0.0,True,Breakfast
"GARLIC BREADSTICKS, GARLIC",14.0 GRM,357.0,14.3,3.57,71.4,0.0,7.1,821.0,0.0,True,Breakfast
"GARLIC BREADSTICKS, GARLIC",51.0 g,294.0,7.84,7.84,47.1,3.92,2.0,373.0,0.0,True,Breakfast
"GARLIC BREADSTICKS, GARLIC",50.0 GRM,320.0,8.0,12.0,44.0,2.0,2.0,360.0,0.0,True,Breakfast
"GARLIC BREADSTICKS, GARLIC",68.0 MG,265.0,7.35,5.15,45.6,2.94,0.0,412.0,15.0,True,Breakfast
"GARLIC BREADSTICKS, GARLIC",50.0 GRM,300.0,12.0,10.0,42.0,4.0,2.0,520.0,10.0,True,Breakfast
"CAULIFLOWER BURGERS, CAULIFLOWER",71.0 GRM,183.0,5.63,8.45,16.9,1.41,2.8,423.0,7.0,True,Lunch
"CAULIFLOWER KORMA, CAULIFLOWER",283.0 g,117.0,3.18,4.24,17.3,1.41,2.8,184.0,2.0,True,Lunch
"CAULIFLOWER PUFFS, CAULIFLOWER",28.0 GRM,500.0,10.7,28.6,60.7,3.57,7.1,571.0,0.0,True,Unhealthy
"CAULIFLOWER PUFFS, CAULIFLOWER",85.0 g,141.0,3.53,7.06,16.5,2.35,2.4,341.0,0.0,True,Unhealthy
"CAULIFLOWER RICE, CAULIFLOWER",85.0 g,24.0,2.35,0.0,4.71,2.35,2.4,29.0,0.0,True,Lunch
"CAULIFLOWER RICE, CAULIFLOWER",85.0 GRM,29.0,2.35,0.0,4.71,2.35,2.4,29.0,0.0,True,Lunch
"CAULIFLOWER RICE, CAULIFLOWER",283.0 g,12.0,1.06,0.0,2.47,1.06,1.1,15.0,0.0,True,Lunch
"CAULIFLOWER CRAB CAKES, CAULIFLOWER",85.0 GRM,94.0,11.8,4.12,3.53,1.18,1.2,459.0,100.0,True,Unhealthy
"CAULIFLOWER FLATBREAD CRUST, CAULIFLOWER",58.0 g,293.0,6.9,7.76,48.3,1.72,3.4,207.0,0.0,True,Breakfast
"CABBAGE SOUP, CABBAGE",213.0 g,42.0,0.94,0.23,9.86,0.0,0.9,117.0,0.0,True,Lunch
"CABBAGE SOUP, CABBAGE",213.0 GRM,42.0,0.94,0.23,9.86,5.63,0.9,117.0,0.0,True,Lunch
"CABBAGE & CHICKEN DUMPLINGS, CABBAGE & CHICKEN",125.0 g,144.0,7.2,1.2,25.6,1.6,1.6,280.0,12.0,True,Unhealthy
"CABBAGE KETTLE FRESH SOUP, CABBAGE",227.0 g,31.0,0.88,1.32,4.41,2.64,1.3,225.0,0.0,True,Lunch
"CHICKEN & CABBAGE DUMPLINGS, CHICKEN & CABBAGE",94.0 GRM,138.0,8.51,1.6,21.3,1.06,3.2,255.0,16.0,True,Unhealthy
"RED CABBAGE SHREDDED SALAD, RED CABBAGE",85.0 g,29.0,1.18,0.0,7.06,3.53,2.4,29.0,0.0,True,Lunch
"CABBAGE & CARROTS BAKED VEGETABLES EMPANADA, CABBAGE & CARROTS",113.0 g,97.0,3.54,1.33,18.6,0.88,2.7,195.0,0.0,True,Lunch
"CARROT CAKE, CARROT",125.0 GRM,360.0,4.0,22.4,37.6,25.6,0.8,312.0,48.0,True,Unhealthy
"CARROT CAKE, CARROT",99.0 g,526.0,4.75,17.2,64.8,42.4,2.0,479.0,56.0,True,Unhealthy
"CARROT CAKE, CARROT",57.0 g,386.0,3.51,19.3,50.9,40.4,1.8,246.0,26.0,True,Unhealthy
"CARROT CAKE, CARROT",80.0 g,362.0,3.75,20.0,42.5,31.2,1.2,338.0,50.0,True,Unhealthy
"CARROT CAKE, CARROT",99.0 g,316.0,3.03,19.0,35.4,24.2,5.1,225.0,17.0,True,Unhealthy
"CARROT CAKE, CARROT",92.0 GRM,391.0,3.26,18.5,54.4,39.1,1.1,337.0,22.0,True,Unhealthy
"CARROT CAKE, CARROT",200.0 g,415.0,3.0,20.5,57.0,41.5,1.5,255.0,52.0,True,Unhealthy
"CARROT CAKE, CARROT",99.0 g,384.0,4.04,22.2,45.4,33.3,1.0,172.0,45.0,True,Unhealthy
"CARROT CAKE, CARROT",89.0 g,427.0,2.25,25.8,47.2,36.0,1.1,416.0,45.0,True,Unhealthy
"CARROT CAKE, CARROT",99.0 g,343.0,3.03,9.09,61.6,36.4,2.0,495.0,10.0,True,Unhealthy
"CARROT CAKE, CARROT",102.0 g,422.0,2.94,25.5,46.1,33.3,1.0,441.0,44.0,True,Unhealthy
"CARROT CAKE, CARROT",80.0 g,412.0,2.5,20.0,53.8,27.5,2.5,325.0,62.0,True,Unhealthy
"CARROT CAKES, CARROT",82.0 g,366.0,3.66,18.3,47.6,30.5,1.2,439.0,43.0,True,Unhealthy
"CARROT CHIPS, CARROT",85.0 g,41.0,1.18,0.0,9.41,5.88,2.4,76.0,0.0,True,Unhealthy
"CARROT CHIPS, CARROT",40.0 GRM,475.0,2.5,25.0,57.5,7.5,12.5,275.0,0.0,True,Unhealthy
"CARROT CUPCAKE, CARROT",85.0 GRM,388.0,3.53,17.6,54.1,38.8,0.0,188.0,47.0,True,Unhealthy
"CARROT CUPCAKES, CARROT",92.0 g,446.0,3.26,26.1,48.9,30.4,2.2,250.0,38.0,True,Unhealthy
"CARROT CUPCAKES, CARROT",75.0 g,400.0,0.0,21.3,48.0,37.3,1.3,187.0,40.0,True,Unhealthy
BITTERS & SODA,355.0 MLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Unhealthy
BITTERS & SODA,355.0 MLT,3.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,True,Unhealthy
"BITTER ORANGE FRUIT SPREAD, BITTER ORANGE",20.0 g,225.0,0.0,0.0,55.0,55.0,0.0,0.0,0.0,True,Snack
"BITTER CLASSIC FRENCH DUSTED TRUFFLES, BITTER CLASSIC",30.0 g,600.0,3.33,43.3,50.0,40.0,6.7,0.0,0.0,True,Breakfast
"BITTER-SWEET ORANGE MARMALADE, BITTER-SWEET ORANGE",19.0 g,263.0,0.0,0.0,63.2,63.2,0.0,53.0,0.0,True,Unhealthy
BITTER LEMON SODA,240.0 ml,46.0,0.0,0.0,11.2,10.8,0.0,12.0,0.0,True,Unhealthy
BOTANICAL BITTERS & SODA,250.0 MLT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Unhealthy
TRADITIONAL BITTER CHOCOLATE,8.0 GRM,625.0,12.5,50.0,25.0,0.0,12.5,0.0,0.0,True,Unhealthy
"ORANGE BITTERS & SODA, ORANGE",355.0 MLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Unhealthy
"BITTER-SWEET MARMALADE, ORANGE",19.0 g,263.0,0.0,0.0,63.2,63.2,0.0,53.0,0.0,True,Unhealthy
BITTER-SWEET ORANGE MARMALADE,19.0 GRM,263.0,0.0,0.0,63.2,63.2,0.0,53.0,0.0,True,Unhealthy
"ZUCCHINI BREAD, ZUCCHINI",50.0 g,380.0,6.0,18.0,50.0,30.0,2.0,270.0,80.0,True,Breakfast
"ZUCCHINI NOODLES, ZUCCHINI",85.0 GRM,18.0,1.18,0.0,3.53,2.35,1.2,6.0,0.0,True,Lunch
"ZUCCHINI PANCAKES, ZUCCHINI",75.0 GRM,160.0,2.67,8.0,18.7,1.33,1.3,333.0,0.0,True,Breakfast
"ZUCCHINI GRILLED VEGGIES, ZUCCHINI",90.0 g,44.0,3.33,0.56,7.78,5.56,2.2,22.0,0.0,True,Breakfast
"ZUCCHINI SPIRAL NOODLES, ZUCCHINI",85.0 g,18.0,1.18,0.0,3.53,1.18,1.2,12.0,0.0,True,Lunch
"ZUCCHINI SPIRAL NOODLES, ZUCCHINI",85.0 g,18.0,1.18,0.0,3.53,2.35,1.2,6.0,0.0,True,Lunch
"ZUCCHINI STUFFED WITH RICE, ZUCCHINI",110.0 g,45.0,1.82,1.36,6.36,1.82,1.8,218.0,0.0,True,Lunch
"ZUCCHINI VEGGIE SPIRALS, ZUCCHINI",85.0 GRM,18.0,1.18,0.0,2.35,1.18,1.2,0.0,0.0,True,Breakfast
"ZUCCHINI VEGGIE SPIRALS, ZUCCHINI",85.0 g,18.0,1.18,0.0,2.35,1.18,1.2,0.0,0.0,True,Breakfast
"ZUCCHINI VEGGIE SPIRALS, ZUCCHINI",85.0 GRM,18.0,1.18,0.0,2.35,1.18,1.2,24.0,0.0,True,Breakfast
"ZUCCHINI VEGGIE TORTILLAS, ZUCCHINI",42.0 g,262.0,2.38,4.76,57.1,4.76,7.1,405.0,0.0,True,Breakfast
"BREADED ZUCCHINI STICKS, BREADED ZUCCHINI",79.0 GRM,215.0,3.8,10.1,26.6,1.27,1.3,380.0,0.0,True,Breakfast
"ORGANIC, ZUCCHINI SPIRAL NOODLES, ZUCCHINI",85.0 GRM,12.0,2.35,0.0,2.35,1.18,1.2,0.0,0.0,True,Lunch
"YELLOW ZUCCHINI NOODLES, YELLOW ZUCCHINI",85.0 g,18.0,1.18,0.0,3.53,2.35,1.2,6.0,0.0,True,Lunch
"YELLOW ZUCCHINI NOODLES, YELLOW ZUCCHINI",85.0 GRM,18.0,1.18,0.0,3.53,2.35,1.2,6.0,0.0,True,Lunch
"ZUCCHINI QUICK BREAD MIX, ZUCCHINI",27.0 g,370.0,7.41,0.0,81.5,37.0,0.0,593.0,0.0,True,Breakfast
"ZUCCHINI SQUASH NOODLES, ZUCCHINI SQUASH",85.0 g,18.0,1.18,0.0,3.53,2.35,1.2,6.0,0.0,True,Lunch
ZUCCHINI NOODLES,85.0 g,18.0,1.18,0.0,3.53,2.35,1.2,6.0,0.0,True,Lunch
ZUCCHINI NOODLES,85.0 g,18.0,1.18,0.0,3.53,1.18,1.2,12.0,0.0,True,Lunch
"RADISHES READY VEGGIES, RADISHES",85.0 g,16.0,0.0,0.0,3.53,2.35,1.2,39.0,0.0,True,Breakfast
DAIKON RADISH NOODLES,85.0 GRM,20.0,2.0,0.0,4.0,2.35,2.0,20.0,0.0,True,Lunch
"CARROTS, RADISHES, CELERY VEGGIES & GUACAMOLE SNACK PACK, CARROTS, RADISHES, CELERY",184.0 GRM,54.0,1.09,3.26,6.52,2.72,3.3,190.0,0.0,True,Breakfast
DAIKON RADISH PICKLED WITH RICE BRAN,13.0 g,38.0,0.0,0.0,7.69,0.0,0.0,1920.0,0.0,True,Lunch
HONG KONG STYLE RADISH CAKE,100.0 g,100.0,1.0,1.5,21.0,2.0,2.0,200.0,0.0,True,Unhealthy
"SPICY PHOENIX, RADISH PICKLE, SWEET & SOUR, SWEET & SOUR",15.0 g,133.0,0.0,0.0,26.7,26.7,0.0,1600.0,0.0,True,Unhealthy
"PICTSWEET, TURNIP GREENS WITH DICED TURNIPS",85.0 g,29.0,1.18,0.0,3.53,1.18,2.4,35.0,0.0,True,Unhealthy
TURNIP NOODLES,85.0 g,24.0,1.18,0.0,4.71,3.53,2.4,18.0,0.0,True,Lunch
TURNIPS NOODLES,85.0 g,24.0,1.18,0.0,4.71,3.53,2.4,18.0,0.0,True,Lunch
"FENUGREEK CHEDDAR GRUYERE NATURAL SEMI-HARD CHEESE, FENUGREEK",28.0 g,357.0,25.0,28.6,3.57,0.0,0.0,679.0,107.0,True,Breakfast
"BACON LEAVES TACOSS, BACON LEAVES",28.0 GRM,464.0,7.14,28.6,46.4,3.57,3.6,714.0,0.0,True,Lunch
"SPEARMINT LEAVES CANDY, SPEARMINT LEAVES",27.0 GRM,333.0,0.0,0.0,85.2,59.3,0.0,37.0,0.0,True,Unhealthy
"SPEARMINT LEAVES CANDY, SPEARMINT LEAVES",27.0 GRM,333.0,0.0,0.0,81.5,66.7,0.0,0.0,0.0,True,Unhealthy
"SPEARMINT LEAVES CANDY, SPEARMINT LEAVES",40.0 g,350.0,0.0,0.0,85.0,60.0,0.0,0.0,0.0,True,Unhealthy
"SPEARMINT LEAVES CANDY, SPEARMINT LEAVES",27.0 GRM,333.0,0.0,0.0,85.2,70.4,0.0,0.0,0.0,True,Unhealthy
"SPEARMINT LEAVES CANDY, SPEARMINT LEAVES",40.0 g,350.0,0.0,0.0,87.5,67.5,0.0,0.0,0.0,True,Unhealthy
